cpu,memory
36.0,72.5
74.1,72.5
75.0,72.5
72.8,72.5
77.2,72.5
37.2,72.5
34.4,72.5
31.9,72.8
35.9,72.5
41.3,72.5
35.9,72.5
19.7,72.6
44.7,72.6
53.6,72.6
58.5,72.6
44.2,72.6
34.3,72.6
62.3,72.6
64.1,72.6
22.6,72.6
61.6,72.6
7.9,58.4
7.7,72.6
6.9,72.6
7.1,72.8
6.7,72.6
6.7,72.6
7.5,72.7
10.3,52.1
95.6,67.0
100.0,67.0
100.0,66.9
94.6,76.2
100.0,76.2
100.0,76.2
24.1,98.1
14.3,99.3
10.5,100.0
11.3,100.0
8.1,99.9
8.6,100.0
4.9,100.0
11.2,99.4
15.2,99.4
14.1,99.2
8.4,100.0
11.6,100.0
12.3,99.2
9.4,99.3
12.1,99.4
8.0,99.5
5.9,99.6
5.4,100.0
6.5,99.9
5.6,100.0
10.9,99.7
12.0,100.0
6.1,100.0
6.9,100.0
5.4,99.8
5.9,100.0
6.0,100.0
10.1,100.0
4.9,99.9
3.1,100.0
10.6,94.4
12.1,96.3
14.1,99.9
7.4,99.8
6.2,99.1
2.6,98.4
0.4,97.7
0.3,97.5
0.3,96.8
0.6,96.2
0.3,95.4
0.7,94.8
0.3,94.1
0.2,93.5
1.2,93.5
0.2,93.7
0.8,93.5
0.8,93.5
0.5,93.5
0.8,93.4
0.4,93.5
0.9,93.7
0.3,93.6
3.5,94.3
9.2,49.7
4.4,53.4
2.5,59.3
2.2,60.4
1.8,62.2
1.7,63.6
2.5,65.3
3.1,73.2
5.4,84.4
9.7,86.6
8.9,86.7
8.5,85.2
12.9,61.3
7.2,60.7
3.2,61.8
3.6,63.3
3.8,65.0
1.8,66.8
3.2,68.2
1.9,70.2
1.7,71.9
1.4,73.3
1.7,75.3
1.9,77.1
2.0,79.0
3.7,80.5
13.2,98.1
12.0,98.4
9.5,51.9
11.1,64.6
7.1,75.0
14.8,90.4
83.3,90.3
100.0,89.9
100.0,89.6
100.0,89.1
100.0,88.8
100.0,88.8
100.0,88.9
100.0,88.9
100.0,88.9
100.0,88.9
100.0,89.0
100.0,89.0
100.0,89.5
100.0,89.0
100.0,88.9
100.0,88.4
100.0,87.8
100.0,87.3
100.0,87.4
100.0,87.5
100.0,87.5
100.0,87.5
99.9,87.6
